,client_id,client_district_id,client_age,client_gender,disp_id,account_id,type,alltime_sum_trans_amount_by_account_id,alltime_mean_trans_amount_by_account_id,alltime_total_nbr_trans,mean_trans_amount_of_Household,mean_trans_amount_of_Insurance_payment,mean_trans_amount_of_Interest_credited,mean_trans_amount_of_Loan_payment,mean_trans_amount_of_Old-age_pension,mean_trans_amount_of_Payment_for_statement,mean_trans_amount_of_Sanction_interest_if_negative_balance,mean_trans_amount_of_Unknown_Transaction_Type,nbr_trans_Household,nbr_trans_Insurance_payment,nbr_trans_Interest_credited,nbr_trans_Loan_payment,nbr_trans_Old-age_pension,nbr_trans_Payment_for_statement,nbr_trans_Sanction_interest_if_negative_balance,nbr_trans_Unknown_Transaction_Type,mean_trans_amount_of_Credit,mean_trans_amount_of_Unknown_Transaction_Type,mean_trans_amount_of_Withdrawal,nbr_trans_Credit,nbr_trans_Unknown_Transaction_Type,nbr_trans_Withdrawal,1yr_sum_trans_amount_by_account_id,1yr_mean_trans_amount_by_account_id,1yr_total_nbr_trans,3yr_sum_trans_amount_by_account_id,3yr_mean_trans_amount_by_account_id,3yr_total_nbr_trans,trans_ratio_98_97,trans_ratio_97_96,sum_order_amount_by_account_id,mean_order_amount_by_account_id,total_nbr_orders,mean_order_amount_of_Household,mean_order_amount_of_Insurance_payment,mean_order_amount_of_Leasing,mean_order_amount_of_Loan_payment,mean_order_amount_of_Unknown_Order_Type,nbr_orders_Household,nbr_orders_Insurance_payment,nbr_orders_Leasing,nbr_orders_Loan_payment,nbr_orders_Unknown_Order_Type,account_district_id,statement_freq,account_date_opened,loan_id,loan_amount,loan_duration,monthly_loan_payment,loan_status,num_days_since_grant,card_id,card_type,card_issued_date,district_id,district_name,region,total_inhabitants,num_munipalities_less_499,500_to999,2000_to_9999,greater_than0000,num_cities,ratio_urban,avg_salary,unemp_rate_95,unemp_rate_96,enterpreneurs_per000,num_crimes95,num_crimes96
2307,3763,38,21.4027397260274,F,3763,3112,OWNER,4823287.999999992,10986.988610478338,439.0,1468.0,,275.1396226415094,2567.300000000001,,14.600000000000012,,17698.536121673,45.0,,53.0,34.0,,44.0,,263.0,17017.766666666666,15235.9,7790.774035087723,144.0,10.0,285.0,443283.3999999998,4871.246153846151,91.0,3596113.399999998,10734.666865671636,335.0,0.3047191790408043,1.2269171766916984,5619.3,1873.1,3.0,1468.0,,,2567.3,1584.0,1.0,,,1.0,1.0,38,MONTHLY,588,5610.0,123216.0,48.0,2567.0,C,1149.0,587.0,junior,1312.0,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
1401,9417,21,49.85205479452055,M,9109,7606,OWNER,4094533.5,10185.406716417907,402.0,4268.0,,205.40217391304347,3197.800000000001,,14.600000000000012,,16356.415584415583,44.0,,46.0,37.0,,44.0,,231.0,15296.403703703703,13847.473684210527,7122.649193548398,135.0,19.0,248.0,429779.29999999993,5305.9172839506155,81.0,3018316.3000000007,9705.197106109326,311.0,0.3045096163567941,1.3114283064793986,13321.8,4440.5999999999985,3.0,4268.0,,,3197.8,5856.0,1.0,,,1.0,1.0,21,MONTHLY,803,6545.0,191880.0,60.0,3198.0,C,1075.0,,,,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
3452,3823,63,42.09315068493151,M,3823,3162,OWNER,1513929.1999999997,9065.444311377243,167.0,9350.0,,143.81290322580645,,,30.0,,15701.8875,27.0,,31.0,,,29.0,,80.0,11035.988732394362,9009.0,7514.666666666668,71.0,6.0,90.0,248371.60000000003,5284.502127659575,47.0,1513929.1999999997,9065.444311377243,167.0,0.3007122149248527,,9350.0,9350.0,1.0,9350.0,,,,,1.0,,,,,63,WEEKLY,1233,,,,,,,,,,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460
2504,285,72,44.6109589041096,M,285,236,OWNER,66400.0,2553.846153846154,26.0,,,,,,,,2553.846153846154,,,,,,,,26.0,3609.090909090909,,1780.0,11.0,,15.0,8300.0,2075.0,4.0,66400.0,2553.846153846154,26.0,0.2996389891696751,,,,,,,,,,,,,,,72,MONTHLY,1170,,,,,,,,,,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
2505,286,72,46.73698630136986,F,286,236,DISPONENT,66400.0,2553.846153846154,26.0,,,,,,,,2553.846153846154,,,,,,,,26.0,3609.090909090909,,1780.0,11.0,,15.0,8300.0,2075.0,4.0,66400.0,2553.846153846154,26.0,0.2996389891696751,,,,,,,,,,,,,,,72,MONTHLY,1170,,,,,,,,,,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
1749,4607,74,22.13972602739726,F,4607,3823,OWNER,338775.5999999997,3603.9957446808476,94.0,,,114.34285714285713,,,14.6,,8801.763157894737,,,35.0,,,21.0,,38.0,3944.021276595744,,3263.9702127659602,47.0,,47.0,33951.9,1131.73,30.0,226619.3000000001,2943.107792207793,77.0,0.29864390708164257,1.0136470265156752,,,,,,,,,,,,,,74,MONTHLY,838,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
2923,664,77,18.8,F,664,551,OWNER,726351.5999999992,2603.410752688169,279.0,,,97.46764705882352,,,14.600000000000017,,4856.783783783784,,,68.0,,,63.0,,148.0,2461.101282051281,,2783.900813008128,156.0,,123.0,48908.69999999998,1086.8599999999997,45.0,318343.29999999964,2358.098518518516,135.0,0.298612887646891,0.8924691750889819,,,,,,,,,,,,,,77,MONTHLY,126,,,,,,,,,,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
632,4994,1,20.54520547945205,M,4994,4144,DISPONENT,2022833.000000001,10934.232432432438,185.0,8753.0,,179.57037037037034,5915.7,,14.600000000000005,,17039.115384615383,24.0,,27.0,6.0,,24.0,,104.0,13705.925333333333,12510.285714285714,8808.899029126207,75.0,7.0,103.0,390959.8000000001,5585.140000000001,70.0,2022833.000000001,10934.232432432438,185.0,0.2939982839563454,,14668.7,7334.35,2.0,8753.0,,,5915.7,,1.0,,,1.0,,1,MONTHLY,1326,5823.0,212976.0,36.0,5916.0,C,1997.0,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
631,4993,1,25.531506849315072,F,4993,4144,OWNER,2022833.000000001,10934.232432432438,185.0,8753.0,,179.57037037037034,5915.7,,14.600000000000005,,17039.115384615383,24.0,,27.0,6.0,,24.0,,104.0,13705.925333333333,12510.285714285714,8808.899029126207,75.0,7.0,103.0,390959.8000000001,5585.140000000001,70.0,2022833.000000001,10934.232432432438,185.0,0.2939982839563454,,14668.7,7334.35,2.0,8753.0,,,5915.7,,1.0,,,1.0,,1,MONTHLY,1326,5823.0,212976.0,36.0,5916.0,C,1997.0,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4513,2806,58,43.534246575342465,F,2806,2319,OWNER,1732604.2000000014,11398.711842105271,152.0,9510.0,,139.55172413793102,,,14.6,,18988.0987654321,20.0,,29.0,,,22.0,,81.0,12953.855072463766,12158.375,9886.949333333328,69.0,8.0,75.0,357781.9000000001,6880.421153846155,52.0,1732604.2000000014,11398.711842105271,152.0,0.2884968441138345,,9510.0,9510.0,1.0,9510.0,,,,,1.0,,,,,58,MONTHLY,1278,,,,,,,,,,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471
56,4729,18,53.52328767123288,M,4729,3921,OWNER,3384384.0000000037,12217.992779783406,277.0,,,235.42916666666667,,,14.600000000000012,,18229.410810810812,,,48.0,,,44.0,,185.0,13667.2048,13136.75,10845.302857142864,125.0,12.0,140.0,420810.4000000001,7255.351724137932,58.0,2467653.600000002,11921.031884057978,207.0,0.2781867878952866,1.69825808123311,,,,,,,,,,,,,,18,MONTHLY,562,,,,,,,,,,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910
4087,11497,11,39.48767123287672,F,11189,9337,OWNER,3172463.5000000023,6031.299429657799,526.0,,,138.64607329842934,2172.0,,14.600000000000017,2.135,13331.681034482759,,,191.0,24.0,,59.0,20.0,232.0,5887.266176470586,10349.722222222224,5867.932627118646,272.0,18.0,236.0,405049.0999999999,4500.5455555555545,90.0,2183107.4000000013,7065.072491909388,309.0,0.27772008071144205,3.0374008483598454,2172.0,2172.0,1.0,,,,2172.0,,,,,1.0,,30,MONTHLY,255,6903.0,52128.0,24.0,2172.0,A,519.0,1103.0,classic,1037.0,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529
4855,1777,69,36.00547945205478,F,1777,1466,OWNER,128338.80000000008,3208.470000000001,40.0,,,220.8117647058823,,,,,5416.739130434783,,,17.0,,,,,23.0,2615.671428571431,,4591.666666666667,28.0,,12.0,27806.0,1324.0952380952374,21.0,128338.80000000008,3208.470000000001,40.0,0.2765863479381853,,10056.0,10056.0,1.0,10056.0,,,,,1.0,,,,,69,WEEKLY,1545,,,,,,,277.0,gold,2018.0,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,-1.0,7.01,124,-1,1358
4856,1778,69,30.35068493150685,M,1778,1466,DISPONENT,128338.80000000008,3208.470000000001,40.0,,,220.8117647058823,,,,,5416.739130434783,,,17.0,,,,,23.0,2615.671428571431,,4591.666666666667,28.0,,12.0,27806.0,1324.0952380952374,21.0,128338.80000000008,3208.470000000001,40.0,0.2765863479381853,,10056.0,10056.0,1.0,10056.0,,,,,1.0,,,,,69,WEEKLY,1545,,,,,,,,,,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,-1.0,7.01,124,-1,1358
1011,4660,60,23.50684931506849,F,4660,3866,OWNER,328976.1,5393.050819672131,61.0,,,167.51249999999996,,,14.6,,9556.235294117647,,,24.0,,,3.0,,34.0,5050.8972222222255,,5885.752,36.0,,25.0,47965.9,3689.684615384615,13.0,310876.1,5359.932758620689,58.0,0.2764235560432263,9.586917127071828,,,,,,,,,,,,,,60,MONTHLY,977,,,,,,,718.0,classic,1684.0,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
1945,2279,52,45.183561643835624,M,2279,1878,OWNER,2256653.6,9286.640329218108,243.0,,,124.64615384615385,,,30.0,,14699.555555555557,,,52.0,,,38.0,,153.0,11074.976470588235,14650.842105263158,6956.065573770492,102.0,19.0,122.0,228615.69999999995,5575.992682926827,41.0,1857069.000000001,10092.76630434783,184.0,0.27260898333967903,2.8793162467112383,,,,,,,,,,,,,,52,WEEKLY,620,,,,,,,,,,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
812,1628,12,41.8,F,1628,1344,OWNER,3443315.0999999987,15722.899999999996,219.0,,,191.69487179487183,,,100.0,,23834.993055555562,,,39.0,,,36.0,,144.0,17172.40693069307,11550.333333333336,14639.285714285714,101.0,6.0,112.0,394385.3000000001,10112.44358974359,39.0,3069969.899999998,15426.984422110545,199.0,0.27168718380915496,3.8881319486630614,,,,,,,,,,,,,,12,TRANSACTION,926,,,,,,,,,,12,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868
4223,2835,27,32.950684931506856,M,2835,2346,OWNER,1069367.0999999996,5540.762176165801,193.0,334.0,6970.0,100.02,,,14.600000000000007,18.854545454545452,10261.439560439561,21.0,18.0,25.0,,,27.0,11.0,91.0,10889.091836734697,16441.333333333332,3167.779710144925,49.0,6.0,138.0,131092.5,2621.85,50.0,1069367.0999999996,5540.762176165801,193.0,0.27117089853304915,,12839.0,3209.75,4.0,334.0,6970.0,,,2767.5,1.0,1.0,,,2.0,27,MONTHLY,1223,,,,,,,,,,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127
5136,10543,14,53.89041095890411,F,10235,8547,OWNER,3408358.7,10054.155457227138,339.0,,,176.96585365853656,4806.5,,30.0,,17345.860962566843,,,82.0,31.0,,39.0,,187.0,10749.257499999996,11400.272727272728,9157.143312101907,160.0,22.0,157.0,272853.69999999995,3687.2121621621613,74.0,2956078.4000000013,9886.549832775923,299.0,0.26289900296290913,2.2947386830688843,4806.5,4806.5,1.0,,,,4806.5,,,,,1.0,,14,WEEKLY,927,6734.0,173016.0,36.0,4806.0,C,1245.0,1059.0,classic,1670.0,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295
2953,4811,77,27.78904109589041,F,4811,3990,OWNER,1280174.5000000005,10493.23360655738,122.0,10312.0,,160.29999999999995,,,14.6,,18589.982456140347,21.0,,23.0,,,21.0,,57.0,11798.343636363632,9451.75,9419.977777777773,55.0,4.0,63.0,266104.40000000014,5543.841666666667,48.0,1280174.5000000005,10493.23360655738,122.0,0.2624122336315805,,10312.0,10312.0,1.0,10312.0,,,,,1.0,,,,,77,MONTHLY,1495,,,,,,,,,,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
3581,5145,26,48.2027397260274,F,5145,4269,OWNER,2611613.000000002,12677.733009708747,206.0,,,231.03333333333336,,,14.600000000000007,,18998.642335766424,,,36.0,,,33.0,,137.0,14158.023404255324,12088.263157894737,11301.954838709673,94.0,19.0,93.0,350780.99999999994,6745.788461538461,52.0,2611313.000000002,12738.112195121961,205.0,0.25831146317731896,4526.589666666668,,,,,,,,,,,,,,26,MONTHLY,1087,,,,,,,,,,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261
1141,364,54,56.11232876712329,F,364,299,OWNER,5390884.399999992,14649.142391304324,368.0,,,268.1304347826085,,,14.600000000000017,,22857.229787234042,,,69.0,,,64.0,,235.0,15125.011049723755,14165.928571428567,14190.372254335278,181.0,14.0,173.0,274516.60000000003,6100.36888888889,45.0,2669764.8000000026,13832.978238341982,193.0,0.2576763671650237,0.7512810725093563,,,,,,,,,,,,,,77,MONTHLY,94,,,,,,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
3476,324,3,38.104109589041094,M,324,268,OWNER,1764435.2000000014,10440.444970414208,169.0,3121.0,,151.75172413793103,,,14.600000000000005,,18312.82608695652,24.0,,29.0,,,24.0,,92.0,13863.858461538464,12866.428571428567,7590.604444444441,65.0,14.0,90.0,297754.0000000001,5133.689655172415,58.0,1764435.2000000014,10440.444970414208,169.0,0.252920094208178,,3121.0,3121.0,1.0,3121.0,,,,,1.0,,,,,3,MONTHLY,1244,,,,,,,,,,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813
4493,11208,10,41.85479452054796,F,10900,9104,OWNER,3437890.400000005,8530.745409429292,403.0,,,176.29579831932773,3585.200000000001,,14.600000000000017,,18022.244444444445,,,119.0,48.0,,56.0,,180.0,8780.253535353531,13174.65,7761.660540540541,198.0,20.0,185.0,235826.6,3417.776811594203,69.0,2172535.4,8519.746666666666,255.0,0.25231246968820464,2.117384871584421,3585.2,3585.2,1.0,,,,3585.2,,,,,1.0,,10,MONTHLY,385,6841.0,172080.0,48.0,3585.0,A,583.0,,,,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
682,10555,1,63.090410958904116,M,10247,8558,OWNER,2032180.8,6030.210089020771,337.0,,,114.17368421052628,4806.5,,100.0,,15254.034782608696,,,114.0,54.0,,54.0,,115.0,6095.0875739645,11207.5,5702.81875,169.0,8.0,160.0,206178.9,3272.680952380952,63.0,1222838.4999999995,5768.10613207547,212.0,0.2521978441360569,3.499633567918357,4806.5,4806.5,1.0,,,,4806.5,,,,,1.0,,1,TRANSACTION,422,6736.0,288360.0,60.0,4806.0,C,529.0,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1996,503,73,39.46849315068493,M,503,417,OWNER,2470772.7000000016,13283.724193548396,186.0,,,204.70833333333331,,,14.600000000000007,,20872.338983050846,,,36.0,,,32.0,,118.0,14436.145348837199,17099.8125,11376.99047619047,86.0,16.0,84.0,364535.8,7924.691304347826,46.0,2470772.7000000016,13283.724193548396,186.0,0.24487270456064034,,,,,,,,,,,,,,,73,MONTHLY,1121,,,,,,,90.0,classic,1615.0,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433
2126,2713,36,36.35616438356164,M,2713,2240,OWNER,2104109.3000000007,13069.001863354042,161.0,,,213.04814814814813,,,14.600000000000005,,19247.633027522937,,,27.0,,,25.0,,109.0,15540.844927536235,15810.5,10525.812499999996,69.0,12.0,80.0,350158.09999999986,6606.756603773581,53.0,2104109.3000000007,13069.001863354042,161.0,0.24242829785554745,,2324.2,2324.2,1.0,,,2324.2,,,,,1.0,,,36,MONTHLY,1375,,,,,,,430.0,classic,1606.0,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
1851,1610,68,56.73150684931507,F,1610,1330,OWNER,2095563.500000001,13786.60197368422,152.0,7861.904761904762,,149.98461538461538,,,14.6,0.15,23490.939024390245,21.0,,26.0,,,21.0,2.0,82.0,16073.660606060603,11123.75,12075.693902439021,66.0,4.0,82.0,397304.0,6733.966101694915,59.0,2095563.500000001,13786.60197368422,152.0,0.2422827500870361,,,,,,,,,,,,,,,68,MONTHLY,1390,,,,,,,259.0,classic,1708.0,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
388,2886,1,40.273972602739725,M,2886,2390,DISPONENT,2667610.600000002,12016.263963963973,222.0,2206.0,,170.70588235294116,,,14.600000000000007,,20013.784615384608,27.0,,34.0,,,31.0,,130.0,16000.249999999995,12580.733333333335,9226.65528455285,84.0,15.0,123.0,404394.5,7094.640350877194,57.0,2667610.600000002,12016.263963963973,222.0,0.2410265558374457,,16023.0,5341.0,3.0,2206.0,,2353.0,,11464.0,1.0,,1.0,,1.0,1,MONTHLY,1137,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
387,2885,1,33.26575342465753,F,2885,2390,OWNER,2667610.600000002,12016.263963963973,222.0,2206.0,,170.70588235294116,,,14.600000000000007,,20013.784615384608,27.0,,34.0,,,31.0,,130.0,16000.249999999995,12580.733333333335,9226.65528455285,84.0,15.0,123.0,404394.5,7094.640350877194,57.0,2667610.600000002,12016.263963963973,222.0,0.2410265558374457,,16023.0,5341.0,3.0,2206.0,,2353.0,,11464.0,1.0,,1.0,,1.0,1,MONTHLY,1137,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4969,2055,56,22.350684931506848,F,2055,1692,OWNER,1661452.9000000015,8476.80051020409,196.0,9590.32258064516,,114.49772727272726,,,14.60000000000001,,15797.720930232555,31.0,,44.0,,,35.0,,86.0,10500.523749999997,12660.0,6829.828828828823,80.0,5.0,111.0,182114.40000000005,4235.218604651164,43.0,1411472.4000000006,8206.234883720934,172.0,0.2394262113502191,3.0427513346040973,,,,,,,,,,,,,,56,MONTHLY,817,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
2476,3530,16,27.306849315068487,F,3530,2922,OWNER,3315386.3000000026,12012.26920289856,276.0,,,182.87222222222226,,,14.600000000000017,,19439.717647058824,,,54.0,,,52.0,,170.0,13664.66475409836,10111.5,10753.233802816909,122.0,12.0,142.0,284092.1999999999,6606.795348837207,43.0,2620089.5000000023,14396.096153846167,182.0,0.2367610597786001,4.069281260756841,,,,,,,,,,,,,,16,MONTHLY,521,,,,,,,,,,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
3389,3573,8,26.912328767123288,F,3573,2959,OWNER,4766297.699999998,14710.795370370366,324.0,,,184.3070175438596,,,14.600000000000017,,21614.118181818183,,,57.0,,,47.0,,220.0,16372.901360544203,15165.0,13056.40389610391,147.0,23.0,154.0,263305.8999999999,7116.375675675673,37.0,2676669.1,14087.73210526316,190.0,0.2362807038010009,1.1680785076971685,,,,,,,,,,,,,,8,MONTHLY,420,,,,,,,559.0,classic,897.0,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
3412,6342,8,44.60821917808219,M,6342,5250,OWNER,1912006.7,13855.121014492754,138.0,,,164.4034482758621,,,30.0,,20725.315217391304,,,29.0,,,17.0,,92.0,13615.347887323944,16560.7,13679.122807017544,71.0,10.0,57.0,329414.99999999994,7843.2142857142835,42.0,1912006.7,13855.121014492754,138.0,0.23531135403445586,,,,,,,,,,,,,,,8,WEEKLY,1296,,,,,,,,,,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
2594,7863,72,39.835616438356155,M,7863,6511,OWNER,3052239.200000004,11058.837681159435,276.0,,,156.8716981132076,,,14.600000000000012,2.4,17291.198863636364,,,53.0,,,46.0,1.0,176.0,11597.630303030302,11726.432432432432,10163.308411214955,132.0,37.0,107.0,263156.5000000001,5482.427083333335,48.0,1656171.3000000012,9252.353631284925,179.0,0.2344377157181284,0.8212589082757896,1924.7,1924.7,1.0,,,1924.7,,,,,1.0,,,72,MONTHLY,525,,,,,,,,,,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
3931,12943,55,28.24109589041096,M,12635,10520,OWNER,2334939.499999999,11559.10643564356,202.0,,,234.40789473684208,6959.799999999997,,100.0,,18855.587719298244,,,38.0,25.0,,25.0,,114.0,14066.553571428567,12105.4,9558.287037037046,84.0,10.0,108.0,386245.8999999999,6130.887301587301,63.0,2166687.4,11226.35958549223,193.0,0.23400480652489256,9.810216930427616,6959.8,6959.8,1.0,,,,6959.8,,,,,1.0,,55,TRANSACTION,1026,7154.0,417600.0,60.0,6960.0,C,1434.0,1187.0,gold,1293.0,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
4378,2848,34,59.9041095890411,M,2848,2356,DISPONENT,845445.1,8370.743564356435,101.0,,,156.284,,,30.0,,15289.236363636364,,,25.0,,,21.0,,55.0,8385.15576923077,14829.0,7933.260869565217,52.0,3.0,46.0,150775.00000000006,3589.8809523809527,42.0,845445.1,8370.743564356435,101.0,0.2296428872237527,,,,,,,,,,,,,,,34,WEEKLY,1452,,,,,,,,,,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190
4377,2847,34,56.47671232876712,F,2847,2356,OWNER,845445.1,8370.743564356435,101.0,,,156.284,,,30.0,,15289.236363636364,,,25.0,,,21.0,,55.0,8385.15576923077,14829.0,7933.260869565217,52.0,3.0,46.0,150775.00000000006,3589.8809523809527,42.0,845445.1,8370.743564356435,101.0,0.2296428872237527,,,,,,,,,,,,,,,34,WEEKLY,1452,,,,,,,,,,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190
2179,1656,22,30.558904109589037,F,1656,1368,OWNER,836081.5999999995,6688.652799999996,125.0,4439.0,,104.24,,,14.6,,12903.701754385967,22.0,,25.0,,,21.0,,57.0,8006.339622641508,12911.571428571433,4944.070769230766,53.0,7.0,65.0,148658.90000000005,2914.880392156864,51.0,836081.5999999995,6688.652799999996,125.0,0.2295107706900876,,4439.0,4439.0,1.0,4439.0,,,,,1.0,,,,,22,MONTHLY,1441,,,,,,,,,,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089,1117
2762,3172,64,47.057534246575344,M,3172,2628,OWNER,4739570.599999998,13020.798351648345,364.0,,,177.77966101694915,,,100.0,0.6,19123.0,,,59.0,,,57.0,1.0,247.0,15121.732484076432,12025.891891891892,11297.062352941177,157.0,37.0,170.0,271401.9,5321.60588235294,51.0,3025225.5,13268.532894736842,228.0,0.226254132297718,2.601325401482712,3090.0,3090.0,1.0,,,3090.0,,,,,1.0,,,64,TRANSACTION,401,,,,,,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
788,8091,5,27.90958904109589,M,8091,6701,OWNER,6336079.0,13227.722338204592,479.0,,,251.26857142857136,2650.1999999999985,,30.0,,20264.17915309446,,,70.0,36.0,,66.0,,307.0,16439.029896907214,12045.185185185182,10936.772093023254,194.0,27.0,258.0,358997.6000000001,5523.040000000001,65.0,4016950.9,14988.622761194028,268.0,0.22490788112555432,2.1135886193956974,2650.2,2650.2,1.0,,,,2650.2,,,,,1.0,,49,WEEKLY,73,6356.0,95400.0,36.0,2650.0,A,341.0,,,,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
2854,4020,45,45.786301369863004,F,4020,3326,OWNER,4014052.200000004,14757.544852941191,272.0,,,177.47234042553197,,,14.600000000000012,126.31428571428572,23549.08235294117,,,47.0,,,41.0,14.0,170.0,17467.975652173907,10808.4,13058.883211678845,115.0,20.0,137.0,238969.6,9191.13846153846,26.0,2174890.700000001,15103.407638888892,144.0,0.22358364663975594,1.0324188230225737,,,,,,,,,,,,,,5,MONTHLY,314,,,,,,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122
4888,9798,69,48.86849315068493,F,9490,7926,OWNER,2369851.400000001,12407.598952879585,191.0,,,185.94838709677413,3505.0,,30.0,,21103.027777777777,,,31.0,24.0,,28.0,,108.0,15055.449382716048,,10457.818181818182,81.0,,110.0,306485.1000000001,5675.650000000002,54.0,2369851.400000001,12407.598952879585,191.0,0.2216341821214308,,3505.0,3505.0,1.0,,,,3505.0,,,,,1.0,,69,WEEKLY,1255,6613.0,84120.0,24.0,3505.0,A,1360.0,,,,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,-1.0,7.01,124,-1,1358
1129,6417,40,49.016438356164386,M,6417,5313,OWNER,4957008.300000005,8247.93394342763,601.0,5791.0,958.0,179.95441176470584,5011.200000000005,,14.600000000000017,,14783.26923076923,63.0,63.0,68.0,58.0,,63.0,,286.0,13755.728729281765,13717.428571428567,5603.885221674886,181.0,14.0,406.0,361878.3,4020.87,90.0,2481714.9000000027,7659.613888888896,324.0,0.2186910804766772,3.0974618261239715,12927.2,3231.8,4.0,5791.0,958.0,,5011.2,1167.0,1.0,1.0,,1.0,1.0,40,MONTHLY,118,6087.0,300660.0,60.0,5011.0,C,422.0,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
3537,11136,3,54.46849315068493,F,10828,9041,OWNER,4379955.400000004,10257.506791569096,427.0,,,128.30756302521016,,,14.600000000000017,8.716666666666667,18258.36820083682,,,119.0,,,57.0,12.0,239.0,10688.339512195122,11390.3,9620.504166666673,205.0,30.0,192.0,360077.1,6317.142105263158,57.0,2180812.7000000016,10003.727981651384,218.0,0.2180306925115772,1.380446377657646,,,,,,,,,,,,,,1,MONTHLY,214,,,,,,,,,,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813
